Training: 2023-05-04 13:56:23,311-rank_id: 0
Training: 2023-05-04 14:14:46,338-Speed 3886.72 samples/sec  Loss 79.9582  LearningRate 0.1987  ProxyLR: 9.9368  Epoch: 0  Global Step: 450   Fp16 Grad Scale: 8192  Required: 11 hours
Training: 2023-05-04 14:14:48,967-Speed 3894.62 samples/sec  Loss 79.7320  LearningRate 0.1987  ProxyLR: 9.9354  Epoch: 0  Global Step: 460   Fp16 Grad Scale: 8192  Required: 11 hours
Training: 2023-05-04 14:14:51,597-Speed 3894.98 samples/sec  Loss 78.3501  LearningRate 0.1987  ProxyLR: 9.9340  Epoch: 0  Global Step: 470   Fp16 Grad Scale: 8192  Required: 11 hours
Training: 2023-05-04 14:14:54,230-Speed 3890.58 samples/sec  Loss 77.5622  LearningRate 0.1987  ProxyLR: 9.9326  Epoch: 0  Global Step: 480   Fp16 Grad Scale: 16384  Required: 11 hours
Training: 2023-05-04 14:14:56,862-Speed 3891.13 samples/sec  Loss 76.5769  LearningRate 0.1986  ProxyLR: 9.9312  Epoch: 0  Global Step: 490   Fp16 Grad Scale: 16384  Required: 11 hours
Training: 2023-05-04 14:14:59,494-Speed 3890.81 samples/sec  Loss 75.3859  LearningRate 0.1986  ProxyLR: 9.9298  Epoch: 0  Global Step: 500   Fp16 Grad Scale: 16384  Required: 11 hours
Training: 2023-05-04 14:15:02,128-Speed 3889.08 samples/sec  Loss 75.4064  LearningRate 0.1986  ProxyLR: 9.9284  Epoch: 0  Global Step: 510   Fp16 Grad Scale: 16384  Required: 11 hours
Training: 2023-05-04 14:15:04,769-Speed 3878.47 samples/sec  Loss 74.1706  LearningRate 0.1985  ProxyLR: 9.9270  Epoch: 0  Global Step: 520   Fp16 Grad Scale: 16384  Required: 11 hours
Training: 2023-05-04 14:15:07,399-Speed 3894.10 samples/sec  Loss 72.9104  LearningRate 0.1985  ProxyLR: 9.9256  Epoch: 0  Global Step: 530   Fp16 Grad Scale: 16384  Required: 11 hours
Training: 2023-05-04 14:15:10,029-Speed 3894.84 samples/sec  Loss 71.4614  LearningRate 0.1985  ProxyLR: 9.9242  Epoch: 0  Global Step: 540   Fp16 Grad Scale: 16384  Required: 11 hours
Training: 2023-05-04 14:15:12,658-Speed 3896.02 samples/sec  Loss 72.0364  LearningRate 0.1985  ProxyLR: 9.9228  Epoch: 0  Global Step: 550   Fp16 Grad Scale: 16384  Required: 11 hours
Training: 2023-05-04 14:15:15,288-Speed 3894.15 samples/sec  Loss 71.9375  LearningRate 0.1984  ProxyLR: 9.9214  Epoch: 0  Global Step: 560   Fp16 Grad Scale: 16384  Required: 11 hours
Training: 2023-05-04 14:15:17,916-Speed 3896.88 samples/sec  Loss 69.8151  LearningRate 0.1984  ProxyLR: 9.9200  Epoch: 0  Global Step: 570   Fp16 Grad Scale: 16384  Required: 11 hours
Training: 2023-05-04 14:15:20,546-Speed 3895.09 samples/sec  Loss 68.7633  LearningRate 0.1984  ProxyLR: 9.9186  Epoch: 0  Global Step: 580   Fp16 Grad Scale: 32768  Required: 11 hours
Training: 2023-05-04 14:15:23,164-Speed 3911.61 samples/sec  Loss 68.5447  LearningRate 0.1983  ProxyLR: 9.9172  Epoch: 0  Global Step: 590   Fp16 Grad Scale: 16384  Required: 11 hours
Training: 2023-05-04 14:15:25,797-Speed 3890.23 samples/sec  Loss 67.7440  LearningRate 0.1983  ProxyLR: 9.9158  Epoch: 0  Global Step: 600   Fp16 Grad Scale: 16384  Required: 11 hours
Training: 2023-05-04 14:15:28,429-Speed 3891.70 samples/sec  Loss 66.8214  LearningRate 0.1983  ProxyLR: 9.9144  Epoch: 0  Global Step: 610   Fp16 Grad Scale: 16384  Required: 11 hours
Training: 2023-05-04 14:15:31,059-Speed 3895.14 samples/sec  Loss 65.7205  LearningRate 0.1983  ProxyLR: 9.9130  Epoch: 0  Global Step: 620   Fp16 Grad Scale: 16384  Required: 11 hours
Training: 2023-05-04 14:15:33,688-Speed 3896.06 samples/sec  Loss 65.4097  LearningRate 0.1982  ProxyLR: 9.9116  Epoch: 0  Global Step: 630   Fp16 Grad Scale: 16384  Required: 11 hours
Training: 2023-05-04 14:15:36,318-Speed 3894.47 samples/sec  Loss 64.5180  LearningRate 0.1982  ProxyLR: 9.9102  Epoch: 0  Global Step: 640   Fp16 Grad Scale: 16384  Required: 11 hours
Training: 2023-05-04 14:15:38,948-Speed 3894.17 samples/sec  Loss 64.6062  LearningRate 0.1982  ProxyLR: 9.9088  Epoch: 0  Global Step: 650   Fp16 Grad Scale: 16384  Required: 11 hours
Training: 2023-05-04 14:15:41,555-Speed 3928.74 samples/sec  Loss 64.5582  LearningRate 0.1981  ProxyLR: 9.9074  Epoch: 0  Global Step: 660   Fp16 Grad Scale: 4096  Required: 11 hours
Training: 2023-05-04 14:15:44,186-Speed 3893.05 samples/sec  Loss 62.1050  LearningRate 0.1981  ProxyLR: 9.9060  Epoch: 0  Global Step: 670   Fp16 Grad Scale: 4096  Required: 11 hours
Training: 2023-05-04 14:15:46,815-Speed 3896.81 samples/sec  Loss 62.3132  LearningRate 0.1981  ProxyLR: 9.9046  Epoch: 0  Global Step: 680   Fp16 Grad Scale: 4096  Required: 11 hours
Training: 2023-05-04 14:15:49,444-Speed 3895.90 samples/sec  Loss 60.0930  LearningRate 0.1981  ProxyLR: 9.9032  Epoch: 0  Global Step: 690   Fp16 Grad Scale: 4096  Required: 11 hours
Training: 2023-05-04 14:15:52,075-Speed 3893.26 samples/sec  Loss 60.2296  LearningRate 0.1980  ProxyLR: 9.9018  Epoch: 0  Global Step: 700   Fp16 Grad Scale: 4096  Required: 11 hours
Training: 2023-05-04 14:15:54,710-Speed 3886.08 samples/sec  Loss 59.2676  LearningRate 0.1980  ProxyLR: 9.9004  Epoch: 0  Global Step: 710   Fp16 Grad Scale: 4096  Required: 11 hours
Training: 2023-05-04 14:15:57,356-Speed 3870.92 samples/sec  Loss 59.1643  LearningRate 0.1980  ProxyLR: 9.8990  Epoch: 0  Global Step: 720   Fp16 Grad Scale: 4096  Required: 11 hours
Training: 2023-05-04 14:16:03,410-Speed 1691.60 samples/sec  Loss 57.8110  LearningRate 0.1980  ProxyLR: 9.8976  Epoch: 0  Global Step: 730   Fp16 Grad Scale: 4096  Required: 11 hours
Training: 2023-05-04 14:16:08,870-Speed 1875.77 samples/sec  Loss 58.3187  LearningRate 0.1979  ProxyLR: 9.8962  Epoch: 0  Global Step: 740   Fp16 Grad Scale: 4096  Required: 11 hours
Training: 2023-05-04 14:16:14,652-Speed 1771.24 samples/sec  Loss 57.9187  LearningRate 0.1979  ProxyLR: 9.8948  Epoch: 0  Global Step: 750   Fp16 Grad Scale: 4096  Required: 11 hours
Training: 2023-05-04 14:16:20,191-Speed 1848.96 samples/sec  Loss 56.6600  LearningRate 0.1979  ProxyLR: 9.8934  Epoch: 0  Global Step: 760   Fp16 Grad Scale: 8192  Required: 11 hours
Training: 2023-05-04 14:16:26,277-Speed 1682.79 samples/sec  Loss 56.4443  LearningRate 0.1978  ProxyLR: 9.8920  Epoch: 0  Global Step: 770   Fp16 Grad Scale: 8192  Required: 12 hours
Training: 2023-05-04 14:16:31,859-Speed 1834.49 samples/sec  Loss 55.6225  LearningRate 0.1978  ProxyLR: 9.8906  Epoch: 0  Global Step: 780   Fp16 Grad Scale: 8192  Required: 12 hours
Training: 2023-05-04 14:16:36,538-Speed 2189.16 samples/sec  Loss 55.0709  LearningRate 0.1978  ProxyLR: 9.8892  Epoch: 0  Global Step: 790   Fp16 Grad Scale: 8192  Required: 12 hours
Training: 2023-05-04 14:16:42,024-Speed 1866.49 samples/sec  Loss 53.8319  LearningRate 0.1978  ProxyLR: 9.8878  Epoch: 0  Global Step: 800   Fp16 Grad Scale: 8192  Required: 12 hours
Training: 2023-05-04 14:16:47,193-Speed 1981.49 samples/sec  Loss 57.9424  LearningRate 0.1977  ProxyLR: 9.8864  Epoch: 0  Global Step: 810   Fp16 Grad Scale: 8192  Required: 12 hours
Training: 2023-05-04 14:16:52,150-Speed 2065.97 samples/sec  Loss 56.8781  LearningRate 0.1977  ProxyLR: 9.8850  Epoch: 0  Global Step: 820   Fp16 Grad Scale: 8192  Required: 12 hours
Training: 2023-05-04 14:16:56,874-Speed 2168.02 samples/sec  Loss 55.3617  LearningRate 0.1977  ProxyLR: 9.8836  Epoch: 0  Global Step: 830   Fp16 Grad Scale: 8192  Required: 12 hours
Training: 2023-05-04 14:17:02,411-Speed 1849.48 samples/sec  Loss 53.8174  LearningRate 0.1976  ProxyLR: 9.8822  Epoch: 0  Global Step: 840   Fp16 Grad Scale: 8192  Required: 12 hours
Training: 2023-05-04 14:17:07,606-Speed 1971.56 samples/sec  Loss 53.4787  LearningRate 0.1976  ProxyLR: 9.8808  Epoch: 0  Global Step: 850   Fp16 Grad Scale: 8192  Required: 12 hours
Training: 2023-05-04 14:17:12,009-Speed 2326.09 samples/sec  Loss 51.9416  LearningRate 0.1976  ProxyLR: 9.8794  Epoch: 0  Global Step: 860   Fp16 Grad Scale: 16384  Required: 12 hours
Training: 2023-05-04 14:17:15,711-Speed 2766.51 samples/sec  Loss 51.9466  LearningRate 0.1976  ProxyLR: 9.8780  Epoch: 0  Global Step: 870   Fp16 Grad Scale: 16384  Required: 12 hours
Training: 2023-05-04 14:17:19,179-Speed 2953.24 samples/sec  Loss 50.9343  LearningRate 0.1975  ProxyLR: 9.8766  Epoch: 0  Global Step: 880   Fp16 Grad Scale: 16384  Required: 12 hours
Training: 2023-05-04 14:17:22,771-Speed 2851.68 samples/sec  Loss 50.5190  LearningRate 0.1975  ProxyLR: 9.8752  Epoch: 0  Global Step: 890   Fp16 Grad Scale: 16384  Required: 13 hours
Training: 2023-05-04 14:17:25,922-Speed 3249.91 samples/sec  Loss 49.4801  LearningRate 0.1975  ProxyLR: 9.8738  Epoch: 0  Global Step: 900   Fp16 Grad Scale: 16384  Required: 13 hours
Training: 2023-05-04 14:17:29,119-Speed 3203.55 samples/sec  Loss 48.8031  LearningRate 0.1974  ProxyLR: 9.8724  Epoch: 0  Global Step: 910   Fp16 Grad Scale: 16384  Required: 13 hours
Training: 2023-05-04 14:17:32,319-Speed 3200.59 samples/sec  Loss 48.3031  LearningRate 0.1974  ProxyLR: 9.8710  Epoch: 0  Global Step: 920   Fp16 Grad Scale: 16384  Required: 13 hours
Training: 2023-05-04 14:17:35,098-Speed 3686.70 samples/sec  Loss 47.9899  LearningRate 0.1974  ProxyLR: 9.8696  Epoch: 0  Global Step: 930   Fp16 Grad Scale: 16384  Required: 12 hours
Training: 2023-05-04 14:17:37,877-Speed 3685.10 samples/sec  Loss 46.9705  LearningRate 0.1974  ProxyLR: 9.8682  Epoch: 0  Global Step: 940   Fp16 Grad Scale: 16384  Required: 12 hours
Training: 2023-05-04 14:17:40,834-Speed 3463.37 samples/sec  Loss 46.4595  LearningRate 0.1973  ProxyLR: 9.8668  Epoch: 0  Global Step: 950   Fp16 Grad Scale: 16384  Required: 12 hours
Training: 2023-05-04 14:17:43,849-Speed 3397.12 samples/sec  Loss 45.8336  LearningRate 0.1973  ProxyLR: 9.8654  Epoch: 0  Global Step: 960   Fp16 Grad Scale: 32768  Required: 12 hours
Training: 2023-05-04 14:17:46,560-Speed 3778.78 samples/sec  Loss 44.8788  LearningRate 0.1973  ProxyLR: 9.8640  Epoch: 0  Global Step: 970   Fp16 Grad Scale: 32768  Required: 12 hours
Training: 2023-05-04 14:17:49,438-Speed 3558.56 samples/sec  Loss 44.0688  LearningRate 0.1973  ProxyLR: 9.8626  Epoch: 0  Global Step: 980   Fp16 Grad Scale: 32768  Required: 12 hours
Training: 2023-05-04 14:17:52,108-Speed 3836.66 samples/sec  Loss 43.8401  LearningRate 0.1972  ProxyLR: 9.8612  Epoch: 0  Global Step: 990   Fp16 Grad Scale: 32768  Required: 12 hours
Training: 2023-05-04 14:17:54,795-Speed 3811.53 samples/sec  Loss 43.0853  LearningRate 0.1972  ProxyLR: 9.8598  Epoch: 0  Global Step: 1000   Fp16 Grad Scale: 32768  Required: 12 hours
Training: 2023-05-04 14:17:57,492-Speed 3798.29 samples/sec  Loss 42.5131  LearningRate 0.1972  ProxyLR: 9.8584  Epoch: 0  Global Step: 1010   Fp16 Grad Scale: 32768  Required: 12 hours
Training: 2023-05-04 14:18:00,170-Speed 3823.88 samples/sec  Loss 41.7245  LearningRate 0.1971  ProxyLR: 9.8570  Epoch: 0  Global Step: 1020   Fp16 Grad Scale: 32768  Required: 12 hours
Training: 2023-05-04 14:18:02,841-Speed 3835.19 samples/sec  Loss 41.5105  LearningRate 0.1971  ProxyLR: 9.8556  Epoch: 0  Global Step: 1030   Fp16 Grad Scale: 32768  Required: 12 hours
Training: 2023-05-04 14:18:05,523-Speed 3819.42 samples/sec  Loss 41.0053  LearningRate 0.1971  ProxyLR: 9.8542  Epoch: 0  Global Step: 1040   Fp16 Grad Scale: 32768  Required: 12 hours
Training: 2023-05-04 14:18:08,190-Speed 3840.69 samples/sec  Loss 40.2124  LearningRate 0.1971  ProxyLR: 9.8528  Epoch: 0  Global Step: 1050   Fp16 Grad Scale: 32768  Required: 12 hours
Training: 2023-05-04 14:18:10,852-Speed 3847.41 samples/sec  Loss 38.9895  LearningRate 0.1970  ProxyLR: 9.8514  Epoch: 0  Global Step: 1060   Fp16 Grad Scale: 65536  Required: 12 hours
Training: 2023-05-04 14:18:13,526-Speed 3830.39 samples/sec  Loss 38.7743  LearningRate 0.1970  ProxyLR: 9.8500  Epoch: 0  Global Step: 1070   Fp16 Grad Scale: 65536  Required: 12 hours
Training: 2023-05-04 14:18:16,194-Speed 3838.05 samples/sec  Loss 38.4159  LearningRate 0.1970  ProxyLR: 9.8486  Epoch: 0  Global Step: 1080   Fp16 Grad Scale: 65536  Required: 12 hours
Training: 2023-05-04 14:18:18,867-Speed 3832.27 samples/sec  Loss 37.5799  LearningRate 0.1969  ProxyLR: 9.8472  Epoch: 0  Global Step: 1090   Fp16 Grad Scale: 65536  Required: 12 hours
Training: 2023-05-04 14:18:21,530-Speed 3845.65 samples/sec  Loss 38.2286  LearningRate 0.1969  ProxyLR: 9.8458  Epoch: 0  Global Step: 1100   Fp16 Grad Scale: 65536  Required: 12 hours
Training: 2023-05-04 14:18:24,189-Speed 3852.16 samples/sec  Loss 37.2709  LearningRate 0.1969  ProxyLR: 9.8444  Epoch: 0  Global Step: 1110   Fp16 Grad Scale: 65536  Required: 12 hours
Training: 2023-05-04 14:18:26,850-Speed 3848.96 samples/sec  Loss 36.4290  LearningRate 0.1969  ProxyLR: 9.8430  Epoch: 0  Global Step: 1120   Fp16 Grad Scale: 65536  Required: 12 hours
Training: 2023-05-04 14:18:29,500-Speed 3866.48 samples/sec  Loss 35.8763  LearningRate 0.1968  ProxyLR: 9.8416  Epoch: 0  Global Step: 1130   Fp16 Grad Scale: 65536  Required: 12 hours
Training: 2023-05-04 14:18:32,154-Speed 3858.27 samples/sec  Loss 35.7138  LearningRate 0.1968  ProxyLR: 9.8402  Epoch: 0  Global Step: 1140   Fp16 Grad Scale: 65536  Required: 12 hours
Training: 2023-05-04 14:18:34,815-Speed 3849.32 samples/sec  Loss 34.8400  LearningRate 0.1968  ProxyLR: 9.8389  Epoch: 0  Global Step: 1150   Fp16 Grad Scale: 65536  Required: 12 hours
Training: 2023-05-04 14:18:37,460-Speed 3872.63 samples/sec  Loss 34.8571  LearningRate 0.1967  ProxyLR: 9.8375  Epoch: 0  Global Step: 1160   Fp16 Grad Scale: 131072  Required: 12 hours
Training: 2023-05-04 14:18:40,111-Speed 3864.03 samples/sec  Loss 34.5772  LearningRate 0.1967  ProxyLR: 9.8361  Epoch: 0  Global Step: 1170   Fp16 Grad Scale: 131072  Required: 12 hours
Training: 2023-05-04 14:18:42,770-Speed 3852.08 samples/sec  Loss 34.0875  LearningRate 0.1967  ProxyLR: 9.8347  Epoch: 0  Global Step: 1180   Fp16 Grad Scale: 131072  Required: 12 hours
Training: 2023-05-04 14:18:45,423-Speed 3860.74 samples/sec  Loss 32.8485  LearningRate 0.1967  ProxyLR: 9.8333  Epoch: 0  Global Step: 1190   Fp16 Grad Scale: 131072  Required: 12 hours
Training: 2023-05-04 14:18:48,093-Speed 3837.00 samples/sec  Loss 33.3348  LearningRate 0.1966  ProxyLR: 9.8319  Epoch: 0  Global Step: 1200   Fp16 Grad Scale: 131072  Required: 12 hours
Training: 2023-05-04 14:18:50,745-Speed 3860.98 samples/sec  Loss 32.5517  LearningRate 0.1966  ProxyLR: 9.8305  Epoch: 0  Global Step: 1210   Fp16 Grad Scale: 131072  Required: 12 hours
Training: 2023-05-04 14:18:53,424-Speed 3824.16 samples/sec  Loss 32.7945  LearningRate 0.1966  ProxyLR: 9.8291  Epoch: 0  Global Step: 1220   Fp16 Grad Scale: 131072  Required: 12 hours
Training: 2023-05-04 14:18:56,099-Speed 3827.79 samples/sec  Loss 32.1451  LearningRate 0.1966  ProxyLR: 9.8277  Epoch: 0  Global Step: 1230   Fp16 Grad Scale: 131072  Required: 12 hours
Training: 2023-05-04 14:18:58,766-Speed 3840.83 samples/sec  Loss 31.8529  LearningRate 0.1965  ProxyLR: 9.8263  Epoch: 0  Global Step: 1240   Fp16 Grad Scale: 131072  Required: 12 hours
Training: 2023-05-04 14:19:01,418-Speed 3862.71 samples/sec  Loss 30.7363  LearningRate 0.1965  ProxyLR: 9.8249  Epoch: 0  Global Step: 1250   Fp16 Grad Scale: 131072  Required: 12 hours
Training: 2023-05-04 14:19:04,083-Speed 3843.15 samples/sec  Loss 30.2239  LearningRate 0.1965  ProxyLR: 9.8235  Epoch: 0  Global Step: 1260   Fp16 Grad Scale: 262144  Required: 12 hours
Training: 2023-05-04 14:19:06,755-Speed 3832.13 samples/sec  Loss 30.1024  LearningRate 0.1964  ProxyLR: 9.8221  Epoch: 0  Global Step: 1270   Fp16 Grad Scale: 262144  Required: 12 hours
Training: 2023-05-04 14:19:09,415-Speed 3850.30 samples/sec  Loss 29.3652  LearningRate 0.1964  ProxyLR: 9.8207  Epoch: 0  Global Step: 1280   Fp16 Grad Scale: 262144  Required: 12 hours
Training: 2023-05-04 14:19:12,098-Speed 3818.21 samples/sec  Loss 29.6317  LearningRate 0.1964  ProxyLR: 9.8193  Epoch: 0  Global Step: 1290   Fp16 Grad Scale: 262144  Required: 12 hours
Training: 2023-05-04 14:19:14,774-Speed 3828.06 samples/sec  Loss 29.4844  LearningRate 0.1964  ProxyLR: 9.8179  Epoch: 0  Global Step: 1300   Fp16 Grad Scale: 262144  Required: 12 hours
Training: 2023-05-04 14:19:17,459-Speed 3814.00 samples/sec  Loss 28.3041  LearningRate 0.1963  ProxyLR: 9.8165  Epoch: 0  Global Step: 1310   Fp16 Grad Scale: 262144  Required: 12 hours
Training: 2023-05-04 14:19:20,133-Speed 3830.65 samples/sec  Loss 27.9005  LearningRate 0.1963  ProxyLR: 9.8151  Epoch: 0  Global Step: 1320   Fp16 Grad Scale: 131072  Required: 12 hours
Training: 2023-05-04 14:19:22,816-Speed 3817.72 samples/sec  Loss 27.8172  LearningRate 0.1963  ProxyLR: 9.8137  Epoch: 0  Global Step: 1330   Fp16 Grad Scale: 131072  Required: 12 hours
Training: 2023-05-04 14:19:25,496-Speed 3820.78 samples/sec  Loss 28.1348  LearningRate 0.1962  ProxyLR: 9.8124  Epoch: 0  Global Step: 1340   Fp16 Grad Scale: 131072  Required: 12 hours
Training: 2023-05-04 14:19:28,192-Speed 3799.71 samples/sec  Loss 27.2782  LearningRate 0.1962  ProxyLR: 9.8110  Epoch: 0  Global Step: 1350   Fp16 Grad Scale: 131072  Required: 12 hours
Training: 2023-05-04 14:19:30,886-Speed 3802.50 samples/sec  Loss 27.2596  LearningRate 0.1962  ProxyLR: 9.8096  Epoch: 0  Global Step: 1360   Fp16 Grad Scale: 131072  Required: 12 hours
Training: 2023-05-04 14:19:33,576-Speed 3807.02 samples/sec  Loss 26.5113  LearningRate 0.1962  ProxyLR: 9.8082  Epoch: 0  Global Step: 1370   Fp16 Grad Scale: 131072  Required: 12 hours
Training: 2023-05-04 14:19:36,250-Speed 3830.85 samples/sec  Loss 26.4515  LearningRate 0.1961  ProxyLR: 9.8068  Epoch: 0  Global Step: 1380   Fp16 Grad Scale: 131072  Required: 12 hours
Training: 2023-05-04 14:19:38,916-Speed 3840.91 samples/sec  Loss 26.6999  LearningRate 0.1961  ProxyLR: 9.8054  Epoch: 0  Global Step: 1390   Fp16 Grad Scale: 131072  Required: 12 hours
Training: 2023-05-04 14:19:41,576-Speed 3850.19 samples/sec  Loss 25.8090  LearningRate 0.1961  ProxyLR: 9.8040  Epoch: 0  Global Step: 1400   Fp16 Grad Scale: 131072  Required: 12 hours
Training: 2023-05-04 14:19:44,257-Speed 3821.24 samples/sec  Loss 25.6111  LearningRate 0.1961  ProxyLR: 9.8026  Epoch: 0  Global Step: 1410   Fp16 Grad Scale: 131072  Required: 12 hours
Training: 2023-05-04 14:19:46,932-Speed 3828.00 samples/sec  Loss 25.2013  LearningRate 0.1960  ProxyLR: 9.8012  Epoch: 0  Global Step: 1420   Fp16 Grad Scale: 262144  Required: 12 hours
Training: 2023-05-04 14:19:49,588-Speed 3857.20 samples/sec  Loss 25.4004  LearningRate 0.1960  ProxyLR: 9.7998  Epoch: 0  Global Step: 1430   Fp16 Grad Scale: 131072  Required: 12 hours
Training: 2023-05-04 14:19:52,264-Speed 3826.93 samples/sec  Loss 24.5740  LearningRate 0.1960  ProxyLR: 9.7984  Epoch: 0  Global Step: 1440   Fp16 Grad Scale: 131072  Required: 12 hours
Training: 2023-05-04 14:19:54,960-Speed 3799.23 samples/sec  Loss 24.5377  LearningRate 0.1959  ProxyLR: 9.7970  Epoch: 0  Global Step: 1450   Fp16 Grad Scale: 131072  Required: 12 hours
Training: 2023-05-04 14:19:57,656-Speed 3799.86 samples/sec  Loss 24.0452  LearningRate 0.1959  ProxyLR: 9.7956  Epoch: 0  Global Step: 1460   Fp16 Grad Scale: 131072  Required: 12 hours
Training: 2023-05-04 14:20:00,329-Speed 3831.46 samples/sec  Loss 23.9491  LearningRate 0.1959  ProxyLR: 9.7942  Epoch: 0  Global Step: 1470   Fp16 Grad Scale: 131072  Required: 12 hours
Training: 2023-05-04 14:20:03,011-Speed 3818.22 samples/sec  Loss 23.2390  LearningRate 0.1959  ProxyLR: 9.7929  Epoch: 0  Global Step: 1480   Fp16 Grad Scale: 131072  Required: 12 hours
Training: 2023-05-04 14:20:05,684-Speed 3831.48 samples/sec  Loss 23.8026  LearningRate 0.1958  ProxyLR: 9.7915  Epoch: 0  Global Step: 1490   Fp16 Grad Scale: 131072  Required: 12 hours
Training: 2023-05-04 14:20:08,348-Speed 3845.57 samples/sec  Loss 23.1655  LearningRate 0.1958  ProxyLR: 9.7901  Epoch: 0  Global Step: 1500   Fp16 Grad Scale: 131072  Required: 12 hours
Training: 2023-05-04 14:20:11,019-Speed 3835.34 samples/sec  Loss 22.6512  LearningRate 0.1958  ProxyLR: 9.7887  Epoch: 0  Global Step: 1510   Fp16 Grad Scale: 131072  Required: 12 hours
Training: 2023-05-04 14:20:13,695-Speed 3827.13 samples/sec  Loss 22.8237  LearningRate 0.1957  ProxyLR: 9.7873  Epoch: 0  Global Step: 1520   Fp16 Grad Scale: 131072  Required: 12 hours
Training: 2023-05-04 14:20:16,350-Speed 3856.73 samples/sec  Loss 22.5221  LearningRate 0.1957  ProxyLR: 9.7859  Epoch: 0  Global Step: 1530   Fp16 Grad Scale: 131072  Required: 12 hours
Training: 2023-05-04 14:20:19,018-Speed 3840.35 samples/sec  Loss 21.8932  LearningRate 0.1957  ProxyLR: 9.7845  Epoch: 0  Global Step: 1540   Fp16 Grad Scale: 131072  Required: 12 hours
